gwid,statename,from,to,group,groupid,gwgroupid,umbrella,size,status,reg_aut
433,Senegal,1981,2012,"Pulaar (Peul, Toucouleur)",2000,43302000,,0.23,JUNIOR PARTNER,false
433,Senegal,1981,2012,Serer,3000,43303000,,0.15,JUNIOR PARTNER,false
433,Senegal,1981,2012,Mandingue (and other eastern groups),4000,43304000,,0.08,JUNIOR PARTNER,false
433,Senegal,1981,2012,Diola,5000,43305000,,0.055,JUNIOR PARTNER,false
433,Senegal,2013,2017,Wolof,1000,43301000,,0.435,JUNIOR PARTNER,false
433,Senegal,2013,2017,"Pulaar (Peul, Toucouleur)",2000,43302000,,0.23,SENIOR PARTNER,false
433,Senegal,2013,2017,Serer,3000,43303000,,0.15,JUNIOR PARTNER,false
433,Senegal,2013,2017,Mandingue (and other eastern groups),4000,43304000,,0.08,JUNIOR PARTNER,false
433,Senegal,2013,2017,Diola,5000,43305000,,0.055,JUNIOR PARTNER,false
434,Benin,1960,1963,South/Central (Fon),1000,43401000,,0.33,JUNIOR PARTNER,false
434,Benin,1960,1963,Southeastern (Yoruba/Nagot and Goun),2000,43402000,,0.185,JUNIOR PARTNER,false
434,Benin,1960,1963,"Northern (Bariba, Peul, Ottamari, Yoa-Lokpa, Dendi, Gourmanchéma)",3000,43403000,,0.15,SENIOR PARTNER,false
434,Benin,1960,1963,Southwestern (Adja),4000,43404000,,0.15,IRRELEVANT,
434,Benin,1964,1965,South/Central (Fon),1000,43401000,,0.33,SENIOR PARTNER,false
434,Benin,1964,1965,Southeastern (Yoruba/Nagot and Goun),2000,43402000,,0.185,SENIOR PARTNER,false
434,Benin,1964,1965,"Northern (Bariba, Peul, Ottamari, Yoa-Lokpa, Dendi, Gourmanchéma)",3000,43403000,,0.15,POWERLESS,false
434,Benin,1964,1965,Southwestern (Adja),4000,43404000,,0.15,IRRELEVANT,
434,Benin,1966,1967,South/Central (Fon),1000,43401000,,0.33,SENIOR PARTNER,false
434,Benin,1966,1967,Southeastern (Yoruba/Nagot and Goun),2000,43402000,,0.185,JUNIOR PARTNER,false
434,Benin,1966,1967,"Northern (Bariba, Peul, Ottamari, Yoa-Lokpa, Dendi, Gourmanchéma)",3000,43403000,,0.15,POWERLESS,false
434,Benin,1966,1967,Southwestern (Adja),4000,43404000,,0.15,IRRELEVANT,
434,Benin,1968,1969,South/Central (Fon),1000,43401000,,0.33,JUNIOR PARTNER,false
434,Benin,1968,1969,Southeastern (Yoruba/Nagot and Goun),2000,43402000,,0.185,POWERLESS,false
434,Benin,1968,1969,"Northern (Bariba, Peul, Ottamari, Yoa-Lokpa, Dendi, Gourmanchéma)",3000,43403000,,0.15,SENIOR PARTNER,false
434,Benin,1968,1969,Southwestern (Adja),4000,43404000,,0.15,IRRELEVANT,
434,Benin,1970,1989,South/Central (Fon),1000,43401000,,0.33,JUNIOR PARTNER,false
434,Benin,1970,1989,Southeastern (Yoruba/Nagot and Goun),2000,43402000,,0.185,JUNIOR PARTNER,false
434,Benin,1970,1989,"Northern (Bariba, Peul, Ottamari, Yoa-Lokpa, Dendi, Gourmanchéma)",3000,43403000,,0.15,SENIOR PARTNER,false
434,Benin,1970,1989,Southwestern (Adja),4000,43404000,,0.15,IRRELEVANT,
434,Benin,1990,1995,South/Central (Fon),1000,43401000,,0.33,SENIOR PARTNER,false
434,Benin,1990,1995,Southeastern (Yoruba/Nagot and Goun),2000,43402000,,0.185,JUNIOR PARTNER,false
434,Benin,1990,1995,"Northern (Bariba, Peul, Ottamari, Yoa-Lokpa, Dendi, Gourmanchéma)",3000,43403000,,0.15,JUNIOR PARTNER,false
434,Benin,1990,1995,Southwestern (Adja),4000,43404000,,0.15,JUNIOR PARTNER,false
434,Benin,1996,2006,South/Central (Fon),1000,43401000,,0.33,POWERLESS,false
434,Benin,1996,2006,Southeastern (Yoruba/Nagot and Goun),2000,43402000,,0.185,JUNIOR PARTNER,false
434,Benin,1996,2006,"Northern (Bariba, Peul, Ottamari, Yoa-Lokpa, Dendi, Gourmanchéma)",3000,43403000,,0.15,SENIOR PARTNER,false
434,Benin,1996,2006,Southwestern (Adja),4000,43404000,,0.15,JUNIOR PARTNER,false
434,Benin,2007,2016,South/Central (Fon),1000,43401000,,0.33,JUNIOR PARTNER,false
434,Benin,2007,2016,Southeastern (Yoruba/Nagot and Goun),2000,43402000,,0.185,JUNIOR PARTNER,false
434,Benin,2007,2016,"Northern (Bariba, Peul, Ottamari, Yoa-Lokpa, Dendi, Gourmanchéma)",3000,43403000,,0.15,SENIOR PARTNER,false
434,Benin,2007,2016,Southwestern (Adja),4000,43404000,,0.15,JUNIOR PARTNER,false
434,Benin,2017,2017,South/Central (Fon),1000,43401000,,0.33,SENIOR PARTNER,false
434,Benin,2017,2017,Southeastern (Yoruba/Nagot and Goun),2000,43402000,,0.185,JUNIOR PARTNER,false
434,Benin,2017,2017,"Northern (Bariba, Peul, Ottamari, Yoa-Lokpa, Dendi, Gourmanchéma)",3000,43403000,,0.15,JUNIOR PARTNER,false
434,Benin,2017,2017,Southwestern (Adja),4000,43404000,,0.15,JUNIOR PARTNER,false
435,Mauritania,1960,1976,White Moors (Beydan),1000,43501000,,0.43,DOMINANT,false
435,Mauritania,1960,1976,Haratins (Black Moors),2000,43502000,,0.41,POWERLESS,false
435,Mauritania,1960,1976,Black Africans,3000,43503000,,0.16,POWERLESS,false
435,Mauritania,1977,1978,White Moors (Beydan),1000,43501000,,0.4,DOMINANT,false
435,Mauritania,1977,1978,Haratins (Black Moors),2000,43502000,,0.39,POWERLESS,false
435,Mauritania,1977,1978,Black Africans,3000,43503000,,0.14,POWERLESS,false
435,Mauritania,1977,1978,Sahrawis,4000,43504000,,0.07,DISCRIMINATED,false
435,Mauritania,1979,1984,Haratins (Black Moors),2000,43502000,,0.4,JUNIOR PARTNER,false
435,Mauritania,1979,1984,White Moors (Beydan),1000,43501000,,0.3,SENIOR PARTNER,false
435,Mauritania,1979,1984,Black Africans,3000,43503000,,0.3,POWERLESS,false
435,Mauritania,1985,2017,Haratins (Black Moors),2000,43502000,,0.4,JUNIOR PARTNER,false
435,Mauritania,1985,2017,White Moors (Beydan),1000,43501000,,0.3,SENIOR PARTNER,false
435,Mauritania,1985,2017,Black Africans,3000,43503000,,0.3,POWERLESS,false
436,Niger,1960,1990,Hausa,2000,43602000,,0.56,POWERLESS,false
436,Niger,1960,1990,Djerma-Songhai,1000,43601000,,0.22,DOMINANT,
436,Niger,1960,1990,Tuareg,6000,43606000,,0.08,POWERLESS,false
436,Niger,1960,1990,Kanouri,3000,43603000,,0.045,POWERLESS,false
436,Niger,1960,1990,Toubou,5000,43605000,,0.005,POWERLESS,false
436,Niger,1991,1991,Hausa,2000,43602000,,0.56,POWERLESS,false
436,Niger,1991,1991,Djerma-Songhai,1000,43601000,,0.22,DOMINANT,
436,Niger,1991,1991,Tuareg,6000,43606000,,0.08,DISCRIMINATED,false
436,Niger,1991,1991,Kanouri,3000,43603000,,0.045,POWERLESS,false
436,Niger,1991,1991,Toubou,5000,43605000,,0.005,POWERLESS,false
436,Niger,1992,1993,Hausa,2000,43602000,,0.56,SENIOR PARTNER,false
436,Niger,1992,1993,Djerma-Songhai,1000,43601000,,0.22,JUNIOR PARTNER,false
436,Niger,1992,1993,Tuareg,6000,43606000,,0.08,DISCRIMINATED,false
436,Niger,1992,1993,Kanouri,3000,43603000,,0.045,JUNIOR PARTNER,false
436,Niger,1992,1993,Toubou,5000,43605000,,0.005,POWERLESS,false
436,Niger,1994,1995,Hausa,2000,43602000,,0.56,SENIOR PARTNER,false
436,Niger,1994,1995,Djerma-Songhai,1000,43601000,,0.22,JUNIOR PARTNER,false
436,Niger,1994,1995,Tuareg,6000,43606000,,0.08,JUNIOR PARTNER,false
436,Niger,1994,1995,Kanouri,3000,43603000,,0.045,JUNIOR PARTNER,false
436,Niger,1994,1995,Toubou,5000,43605000,,0.005,POWERLESS,false
436,Niger,1996,1996,Hausa,2000,43602000,,0.56,SENIOR PARTNER,false
436,Niger,1996,1996,Djerma-Songhai,1000,43601000,,0.22,SENIOR PARTNER,false
436,Niger,1996,1996,Tuareg,6000,43606000,,0.08,JUNIOR PARTNER,false
436,Niger,1996,1996,Kanouri,3000,43603000,,0.045,JUNIOR PARTNER,false
436,Niger,1996,1996,Toubou,5000,43605000,,0.005,POWERLESS,false
436,Niger,1997,1999,Hausa,2000,43602000,,0.56,POWERLESS,false
436,Niger,1997,1999,Djerma-Songhai,1000,43601000,,0.22,DOMINANT,
436,Niger,1997,1999,Tuareg,6000,43606000,,0.08,POWERLESS,false
436,Niger,1997,1999,Kanouri,3000,43603000,,0.045,POWERLESS,false
436,Niger,1997,1999,Toubou,5000,43605000,,0.005,POWERLESS,false
436,Niger,2000,2004,Hausa,2000,43602000,,0.56,JUNIOR PARTNER,false
436,Niger,2000,2004,Djerma-Songhai,1000,43601000,,0.22,SENIOR PARTNER,false
436,Niger,2000,2004,Tuareg,6000,43606000,,0.08,JUNIOR PARTNER,false
436,Niger,2000,2004,Kanouri,3000,43603000,,0.045,JUNIOR PARTNER,false
436,Niger,2000,2004,Toubou,5000,43605000,,0.005,JUNIOR PARTNER,false
436,Niger,2005,2009,Hausa,2000,43602000,,0.56,JUNIOR PARTNER,false
436,Niger,2005,2009,Djerma-Songhai,1000,43601000,,0.22,SENIOR PARTNER,false
436,Niger,2005,2009,Tuareg,6000,43606000,,0.08,POWERLESS,false
436,Niger,2005,2009,Kanouri,3000,43603000,,0.045,JUNIOR PARTNER,false
436,Niger,2005,2009,Toubou,5000,43605000,,0.005,JUNIOR PARTNER,false
436,Niger,2010,2010,Hausa,2000,43602000,,0.56,JUNIOR PARTNER,false
436,Niger,2010,2010,Djerma-Songhai,1000,43601000,,0.22,SENIOR PARTNER,false
436,Niger,2010,2010,Tuareg,6000,43606000,,0.08,POWERLESS,false
436,Niger,2010,2010,Kanouri,3000,43603000,,0.045,JUNIOR PARTNER,false
436,Niger,2010,2010,Toubou,5000,43605000,,0.005,POWERLESS,false
436,Niger,2011,2011,Hausa,2000,43602000,,0.56,POWERLESS,false
436,Niger,2011,2011,Djerma-Songhai,1000,43601000,,0.22,DOMINANT,
436,Niger,2011,2011,Tuareg,6000,43606000,,0.08,POWERLESS,false
436,Niger,2011,2011,Kanouri,3000,43603000,,0.045,POWERLESS,false
436,Niger,2011,2011,Toubou,5000,43605000,,0.005,POWERLESS,false
436,Niger,2012,2016,Hausa,2000,43602000,,0.56,SENIOR PARTNER,false
436,Niger,2012,2016,Djerma-Songhai,1000,43601000,,0.22,JUNIOR PARTNER,false
436,Niger,2012,2016,Tuareg,6000,43606000,,0.08,JUNIOR PARTNER,false
436,Niger,2012,2016,Kanouri,3000,43603000,,0.045,JUNIOR PARTNER,false
436,Niger,2012,2016,Toubou,5000,43605000,,0.005,JUNIOR PARTNER,false
436,Niger,2017,2017,Hausa,2000,43602000,,0.56,SENIOR PARTNER,false
436,Niger,2017,2017,Djerma-Songhai,1000,43601000,,0.22,JUNIOR PARTNER,false
436,Niger,2017,2017,Tuareg,6000,43606000,,0.08,JUNIOR PARTNER,false
436,Niger,2017,2017,Kanouri,3000,43603000,,0.045,JUNIOR PARTNER,false
436,Niger,2017,2017,Toubou,5000,43605000,,0.005,POWERLESS,false
437,Cote d'Ivoire,1960,1993,Northerners (Mande and Voltaic/Gur),3000,43703000,,0.34,JUNIOR PARTNER,false
437,Cote d'Ivoire,1960,1993,Other Akans,4000,43704000,,0.22,JUNIOR PARTNER,false
437,Cote d'Ivoire,1960,1993,Baule,1000,43701000,,0.2,SENIOR PARTNER,false
437,Cote d'Ivoire,1960,1993,Kru,2000,43702000,,0.11,POWERLESS,false
437,Cote d'Ivoire,1960,1993,Southern Mande,5000,43705000,,0.1,IRRELEVANT,
437,Cote d'Ivoire,1994,1999,Northerners (Mande and Voltaic/Gur),3000,43703000,,0.34,DISCRIMINATED,false
437,Cote d'Ivoire,1994,1999,Other Akans,4000,43704000,,0.22,JUNIOR PARTNER,false
437,Cote d'Ivoire,1994,1999,Baule,1000,43701000,,0.2,SENIOR PARTNER,false
437,Cote d'Ivoire,1994,1999,Kru,2000,43702000,,0.11,POWERLESS,false
437,Cote d'Ivoire,1994,1999,Southern Mande,5000,43705000,,0.1,DISCRIMINATED,false
437,Cote d'Ivoire,2000,2000,Northerners (Mande and Voltaic/Gur),3000,43703000,,0.34,DISCRIMINATED,false
437,Cote d'Ivoire,2000,2000,Other Akans,4000,43704000,,0.22,JUNIOR PARTNER,false
437,Cote d'Ivoire,2000,2000,Baule,1000,43701000,,0.2,JUNIOR PARTNER,false
437,Cote d'Ivoire,2000,2000,Kru,2000,43702000,,0.11,JUNIOR PARTNER,false
437,Cote d'Ivoire,2000,2000,Southern Mande,5000,43705000,,0.1,SENIOR PARTNER,false
437,Cote d'Ivoire,2001,2002,Northerners (Mande and Voltaic/Gur),3000,43703000,,0.34,DISCRIMINATED,false
437,Cote d'Ivoire,2001,2002,Other Akans,4000,43704000,,0.22,JUNIOR PARTNER,false
437,Cote d'Ivoire,2001,2002,Baule,1000,43701000,,0.2,JUNIOR PARTNER,false
437,Cote d'Ivoire,2001,2002,Kru,2000,43702000,,0.11,SENIOR PARTNER,false
437,Cote d'Ivoire,2001,2002,Southern Mande,5000,43705000,,0.1,JUNIOR PARTNER,false
437,Cote d'Ivoire,2003,2011,Northerners (Mande and Voltaic/Gur),3000,43703000,,0.34,JUNIOR PARTNER,false
437,Cote d'Ivoire,2003,2011,Other Akans,4000,43704000,,0.22,JUNIOR PARTNER,false
437,Cote d'Ivoire,2003,2011,Baule,1000,43701000,,0.2,JUNIOR PARTNER,false
437,Cote d'Ivoire,2003,2011,Kru,2000,43702000,,0.11,SENIOR PARTNER,false
437,Cote d'Ivoire,2003,2011,Southern Mande,5000,43705000,,0.1,JUNIOR PARTNER,false
437,Cote d'Ivoire,2012,2017,Northerners (Mande and Voltaic/Gur),3000,43703000,,0.34,SENIOR PARTNER,false
437,Cote d'Ivoire,2012,2017,Other Akans,4000,43704000,,0.22,JUNIOR PARTNER,false
437,Cote d'Ivoire,2012,2017,Baule,1000,43701000,,0.2,JUNIOR PARTNER,false
437,Cote d'Ivoire,2012,2017,Kru,2000,43702000,,0.11,POWERLESS,false
437,Cote d'Ivoire,2012,2017,Southern Mande,5000,43705000,,0.1,JUNIOR PARTNER,false
438,Guinea,1958,1984,Peul,2000,43802000,,0.4,JUNIOR PARTNER,false
438,Guinea,1958,1984,Malinke,1000,43801000,,0.3,SENIOR PARTNER,false
438,Guinea,1958,1984,Susu,3000,43803000,,0.2,JUNIOR PARTNER,false
438,Guinea,1985,1985,Peul,2000,43802000,,0.4,JUNIOR PARTNER,false
438,Guinea,1985,1985,Malinke,1000,43801000,,0.3,JUNIOR PARTNER,false
438,Guinea,1985,1985,Susu,3000,43803000,,0.2,SENIOR PARTNER,false
438,Guinea,1986,2008,Peul,2000,43802000,,0.4,POWERLESS,false
438,Guinea,1986,2008,Malinke,1000,43801000,,0.3,POWERLESS,false
438,Guinea,1986,2008,Susu,3000,43803000,,0.2,DOMINANT,
438,Guinea,2009,2009,Peul,2000,43802000,,0.4,SENIOR PARTNER,false
438,Guinea,2009,2009,Malinke,1000,43801000,,0.3,SENIOR PARTNER,false
438,Guinea,2009,2009,Susu,3000,43803000,,0.2,SENIOR PARTNER,false
438,Guinea,2010,2010,Peul,2000,43802000,,0.4,JUNIOR PARTNER,false
438,Guinea,2010,2010,Malinke,1000,43801000,,0.3,SENIOR PARTNER,false
438,Guinea,2010,2010,Susu,3000,43803000,,0.2,JUNIOR PARTNER,false
438,Guinea,2011,2017,Peul,2000,43802000,,0.4,POWERLESS,false
438,Guinea,2011,2017,Malinke,1000,43801000,,0.3,SENIOR PARTNER,false
438,Guinea,2011,2017,Susu,3000,43803000,,0.2,JUNIOR PARTNER,false
439,Burkina Faso,1960,2017,Gur,1000,43901000,,0.67,IRRELEVANT,
450,Liberia,1946,1980,Indigenous Peoples,3000,45003000,,0.98,DISCRIMINATED,false
450,Liberia,1946,1980,Americo-Liberians,1000,45001000,,0.02,MONOPOLY,
450,Liberia,1981,1989,Gio,3020,45003020,45003000,0.08,DISCRIMINATED,false
450,Liberia,1981,1989,Mano,3080,45003080,45003000,0.07,DISCRIMINATED,false
450,Liberia,1981,1989,Krahn (Guere),3050,45003050,45003000,0.05,DOMINANT,
450,Liberia,1981,1989,Americo-Liberians,1000,45001000,,0.02,DISCRIMINATED,false
450,Liberia,1981,1989,Mandingo,3070,45003070,45003000,0.017,IRRELEVANT,
450,Liberia,1990,1996,Gio,3020,45003020,45003000,0.08,STATE COLLAPSE,false
450,Liberia,1990,1996,Mano,3080,45003080,45003000,0.07,STATE COLLAPSE,false
450,Liberia,1990,1996,Krahn (Guere),3050,45003050,45003000,0.05,STATE COLLAPSE,false
450,Liberia,1990,1996,Americo-Liberians,1000,45001000,,0.02,STATE COLLAPSE,false
450,Liberia,1990,1996,Mandingo,3070,45003070,45003000,0.017,STATE COLLAPSE,false
450,Liberia,1997,2003,Gio,3020,45003020,45003000,0.08,JUNIOR PARTNER,false
450,Liberia,1997,2003,Mano,3080,45003080,45003000,0.07,JUNIOR PARTNER,false
450,Liberia,1997,2003,Krahn (Guere),3050,45003050,45003000,0.05,DISCRIMINATED,false
450,Liberia,1997,2003,Americo-Liberians,1000,45001000,,0.02,SENIOR PARTNER,false
450,Liberia,1997,2003,Mandingo,3070,45003070,45003000,0.017,DISCRIMINATED,false
450,Liberia,2004,2005,Gio,3020,45003020,45003000,0.08,SENIOR PARTNER,false
450,Liberia,2004,2005,Mano,3080,45003080,45003000,0.07,SENIOR PARTNER,false
450,Liberia,2004,2005,Krahn (Guere),3050,45003050,45003000,0.05,SENIOR PARTNER,false
450,Liberia,2004,2005,Americo-Liberians,1000,45001000,,0.02,SENIOR PARTNER,false
450,Liberia,2004,2005,Mandingo,3070,45003070,45003000,0.017,SENIOR PARTNER,false
450,Liberia,2006,2017,Gio,3020,45003020,45003000,0.08,JUNIOR PARTNER,false
450,Liberia,2006,2017,Mano,3080,45003080,45003000,0.07,JUNIOR PARTNER,false
450,Liberia,2006,2017,Krahn (Guere),3050,45003050,45003000,0.05,JUNIOR PARTNER,false
450,Liberia,2006,2017,Americo-Liberians,1000,45001000,,0.02,SENIOR PARTNER,false
450,Liberia,2006,2017,Mandingo,3070,45003070,45003000,0.017,JUNIOR PARTNER,false
451,Sierra Leone,1961,1964,"Northern Groups (Temne, Limba)",5000,45105000,,0.38,JUNIOR PARTNER,false
451,Sierra Leone,1961,1964,Mende,4000,45104000,,0.3,SENIOR PARTNER,false
451,Sierra Leone,1961,1964,Creole,1000,45101000,,0.06,JUNIOR PARTNER,false
451,Sierra Leone,1961,1964,Kono,2000,45102000,,0.04,POWERLESS,false
451,Sierra Leone,1965,1967,"Northern Groups (Temne, Limba)",5000,45105000,,0.38,POWERLESS,false
451,Sierra Leone,1965,1967,Mende,4000,45104000,,0.3,DOMINANT,
451,Sierra Leone,1965,1967,Creole,1000,45101000,,0.06,POWERLESS,false
451,Sierra Leone,1965,1967,Kono,2000,45102000,,0.04,POWERLESS,false
451,Sierra Leone,1968,1992,Mende,4000,45104000,,0.3,POWERLESS,false
451,Sierra Leone,1968,1992,Temne,5060,45105060,45105000,0.3,JUNIOR PARTNER,false
451,Sierra Leone,1968,1992,Limba,5030,45105030,45105000,0.08,SENIOR PARTNER,false
451,Sierra Leone,1968,1992,Creole,1000,45101000,,0.06,JUNIOR PARTNER,false
451,Sierra Leone,1968,1992,Kono,2000,45102000,,0.04,POWERLESS,false
451,Sierra Leone,1993,1996,Mende,4000,45104000,,0.3,STATE COLLAPSE,false
451,Sierra Leone,1993,1996,Temne,5060,45105060,45105000,0.3,STATE COLLAPSE,false
451,Sierra Leone,1993,1996,Limba,5030,45105030,45105000,0.08,STATE COLLAPSE,false
451,Sierra Leone,1993,1996,Creole,1000,45101000,,0.06,STATE COLLAPSE,false
451,Sierra Leone,1993,1996,Kono,2000,45102000,,0.04,STATE COLLAPSE,false
451,Sierra Leone,1997,1997,"Northern Groups (Temne, Limba)",5000,45105000,,0.38,JUNIOR PARTNER,false
451,Sierra Leone,1997,1997,Mende,4000,45104000,,0.3,SENIOR PARTNER,false
451,Sierra Leone,1997,1997,Creole,1000,45101000,,0.06,IRRELEVANT,
451,Sierra Leone,1997,1997,Kono,2000,45102000,,0.04,POWERLESS,false
451,Sierra Leone,1998,2001,"Northern Groups (Temne, Limba)",5000,45105000,,0.38,STATE COLLAPSE,false
451,Sierra Leone,1998,2001,Mende,4000,45104000,,0.3,STATE COLLAPSE,false
451,Sierra Leone,1998,2001,Creole,1000,45101000,,0.06,STATE COLLAPSE,false
451,Sierra Leone,1998,2001,Kono,2000,45102000,,0.04,STATE COLLAPSE,false
451,Sierra Leone,2002,2005,"Northern Groups (Temne, Limba)",5000,45105000,,0.38,POWERLESS,false
451,Sierra Leone,2002,2005,Mende,4000,45104000,,0.3,DOMINANT,
451,Sierra Leone,2002,2005,Creole,1000,45101000,,0.06,IRRELEVANT,
451,Sierra Leone,2002,2005,Kono,2000,45102000,,0.04,POWERLESS,false
451,Sierra Leone,2006,2007,"Northern Groups (Temne, Limba)",5000,45105000,,0.38,JUNIOR PARTNER,false
451,Sierra Leone,2006,2007,Mende,4000,45104000,,0.3,SENIOR PARTNER,false
451,Sierra Leone,2006,2007,Creole,1000,45101000,,0.06,IRRELEVANT,
451,Sierra Leone,2006,2007,Kono,2000,45102000,,0.04,JUNIOR PARTNER,false
451,Sierra Leone,2008,2012,Mende,4000,45104000,,0.3,JUNIOR PARTNER,false
451,Sierra Leone,2008,2012,Temne,5060,45105060,45105000,0.3,SENIOR PARTNER,false
451,Sierra Leone,2008,2012,Limba,5030,45105030,45105000,0.08,JUNIOR PARTNER,false
451,Sierra Leone,2008,2012,Creole,1000,45101000,,0.06,IRRELEVANT,
451,Sierra Leone,2008,2012,Kono,2000,45102000,,0.04,JUNIOR PARTNER,false
451,Sierra Leone,2013,2015,Mende,4000,45104000,,0.3,POWERLESS,false
451,Sierra Leone,2013,2015,Temne,5060,45105060,45105000,0.3,SENIOR PARTNER,false
451,Sierra Leone,2013,2015,Limba,5030,45105030,45105000,0.08,JUNIOR PARTNER,false
451,Sierra Leone,2013,2015,Creole,1000,45101000,,0.06,IRRELEVANT,
451,Sierra Leone,2013,2015,Kono,2000,45102000,,0.04,JUNIOR PARTNER,false
451,Sierra Leone,2016,2017,Mende,4000,45104000,,0.3,JUNIOR PARTNER,false
451,Sierra Leone,2016,2017,Temne,5060,45105060,45105000,0.3,SENIOR PARTNER,false
451,Sierra Leone,2016,2017,Limba,5030,45105030,45105000,0.08,JUNIOR PARTNER,false
451,Sierra Leone,2016,2017,Kono,2000,45102000,,0.04,POWERLESS,false
451,Sierra Leone,2016,2017,Creole,1000,45101000,,0.03,IRRELEVANT,false
452,Ghana,1957,1966,Other Akans,7000,45207000,,0.345,SENIOR PARTNER,false
452,Ghana,1957,1966,"Northern Groups (Mole-Dagbani, Gurma, Grusi)",6000,45206000,,0.235,JUNIOR PARTNER,false
452,Ghana,1957,1966,Asante (Akan),1000,45201000,,0.15,JUNIOR PARTNER,false
452,Ghana,1957,1966,Ewe,2000,45202000,,0.13,JUNIOR PARTNER,false
452,Ghana,1957,1966,Ga-Adangbe,3000,45203000,,0.08,JUNIOR PARTNER,false
452,Ghana,1967,1969,Other Akans,7000,45207000,,0.345,JUNIOR PARTNER,false
452,Ghana,1967,1969,"Northern Groups (Mole-Dagbani, Gurma, Grusi)",6000,45206000,,0.235,JUNIOR PARTNER,false
452,Ghana,1967,1969,Asante (Akan),1000,45201000,,0.15,JUNIOR PARTNER,false
452,Ghana,1967,1969,Ewe,2000,45202000,,0.13,JUNIOR PARTNER,false
452,Ghana,1967,1969,Ga-Adangbe,3000,45203000,,0.08,SENIOR PARTNER,false
452,Ghana,1970,1971,Other Akans,7000,45207000,,0.345,SENIOR PARTNER,false
452,Ghana,1970,1971,"Northern Groups (Mole-Dagbani, Gurma, Grusi)",6000,45206000,,0.235,JUNIOR PARTNER,false
452,Ghana,1970,1971,Asante (Akan),1000,45201000,,0.15,JUNIOR PARTNER,false
452,Ghana,1970,1971,Ewe,2000,45202000,,0.13,POWERLESS,false
452,Ghana,1970,1971,Ga-Adangbe,3000,45203000,,0.08,JUNIOR PARTNER,false
452,Ghana,1972,1981,Other Akans,7000,45207000,,0.345,JUNIOR PARTNER,false
452,Ghana,1972,1981,"Northern Groups (Mole-Dagbani, Gurma, Grusi)",6000,45206000,,0.235,JUNIOR PARTNER,false
452,Ghana,1972,1981,Asante (Akan),1000,45201000,,0.15,SENIOR PARTNER,false
452,Ghana,1972,1981,Ewe,2000,45202000,,0.13,JUNIOR PARTNER,false
452,Ghana,1972,1981,Ga-Adangbe,3000,45203000,,0.08,JUNIOR PARTNER,false
452,Ghana,1982,2000,Other Akans,7000,45207000,,0.345,JUNIOR PARTNER,false
452,Ghana,1982,2000,"Northern Groups (Mole-Dagbani, Gurma, Grusi)",6000,45206000,,0.235,JUNIOR PARTNER,false
452,Ghana,1982,2000,Asante (Akan),1000,45201000,,0.15,JUNIOR PARTNER,false
452,Ghana,1982,2000,Ewe,2000,45202000,,0.13,SENIOR PARTNER,false
452,Ghana,1982,2000,Ga-Adangbe,3000,45203000,,0.08,JUNIOR PARTNER,false
452,Ghana,2001,2008,Other Akans,7000,45207000,,0.345,JUNIOR PARTNER,false
452,Ghana,2001,2008,"Northern Groups (Mole-Dagbani, Gurma, Grusi)",6000,45206000,,0.235,JUNIOR PARTNER,false
452,Ghana,2001,2008,Asante (Akan),1000,45201000,,0.15,SENIOR PARTNER,false
452,Ghana,2001,2008,Ewe,2000,45202000,,0.13,JUNIOR PARTNER,false
452,Ghana,2001,2008,Ga-Adangbe,3000,45203000,,0.08,JUNIOR PARTNER,false
452,Ghana,2009,2012,Other Akans,7000,45207000,,0.345,SENIOR PARTNER,false
452,Ghana,2009,2012,"Northern Groups (Mole-Dagbani, Gurma, Grusi)",6000,45206000,,0.235,JUNIOR PARTNER,false
452,Ghana,2009,2012,Asante (Akan),1000,45201000,,0.15,JUNIOR PARTNER,false
452,Ghana,2009,2012,Ewe,2000,45202000,,0.13,JUNIOR PARTNER,false
452,Ghana,2009,2012,Ga-Adangbe,3000,45203000,,0.08,JUNIOR PARTNER,false
452,Ghana,2013,2017,Other Akans,7000,45207000,,0.345,JUNIOR PARTNER,false
452,Ghana,2013,2017,"Northern Groups (Mole-Dagbani, Gurma, Grusi)",6000,45206000,,0.235,SENIOR PARTNER,false
452,Ghana,2013,2017,Asante (Akan),1000,45201000,,0.15,JUNIOR PARTNER,false
452,Ghana,2013,2017,Ewe,2000,45202000,,0.13,JUNIOR PARTNER,false
